churn,age,gender,marital_status,education_level,dependent_count,occupation_type,annual_income,income_band,income_category,city_tier,region,customer_segment,tenure_months,onboarding_channel,relationship_type,number_of_products,primary_account_type,card_category,customer_lifetime_value,loyalty_program_member,referral_count,last_contacted_days,relationship_manager_assigned,avg_monthly_balance,current_balance,balance_decline_percentage,monthly_transaction_count,monthly_transaction_value,cash_withdrawal_count,upi_transaction_count,debit_card_transaction_count,net_banking_transaction_count,account_inactive_days,total_trans_amt,total_trans_count,total_amt_chng_q4_q1,total_ct_chng_q4_q1,avg_open_to_buy,total_revolving_bal,savings_account_flag,current_account_flag,credit_card_flag,personal_loan_flag,home_loan_flag,auto_loan_flag,fixed_deposit_flag,investment_product_flag,insurance_product_flag,demat_account_flag,credit_card_limit,credit_card_spend,credit_utilization_ratio,minimum_due_paid_flag,late_credit_card_payment_count,loan_outstanding_amount,emi_amount,emi_payment_delay_count,loan_default_risk_score,prepayment_flag,mobile_app_login_count,website_login_count,digital_transaction_ratio,last_login_days,failed_login_count,app_rating_given,paperless_statement_enabled,digital_service_usage_score,mobile_banking_active_flag,email_open_rate,total_complaints,complaint_resolution_time,unresolved_complaint_count,branch_visit_count,call_center_interaction_count,relationship_manager_interaction_count,service_request_count,escalation_count,satisfaction_score,nps_score,campaign_received_count,campaign_response_count,cross_sell_offer_count,upsell_offer_count,retention_offer_received,retention_offer_accepted,last_campaign_response_days,discount_or_fee_waiver_received,competitor_bank_offer_awareness,customer_feedback_sentiment,monthly_income_estimate,credit_utilization_3m_avg,credit_utilization_6m_avg,avg_quarterly_balance,total_digital_logins,debt_to_income_ratio,digital_engagement_index
0,50,0,1,5,1,4,32738,2,4,0,2,0,38,2,4,3,2,0,11457.74,0,0,7,0,42983.0,39944.0,8.82,7,382.83,6,15,10,5,95,4594,86,0.679,0.72,1438.3,0,0,0,1,0,0,0,0,0,0,0,1438,1510.0,0.0,1,2,0.0,0.0,0,47.9,0,22,11,0.833,8,0,4.5,1,63.0,1,0.38,2,3,0,2,3,0,0,0,3.7,100,5,1,1,2,0,0,111,0,3,1,2961,0.019,0.076,121141.0,33,0.0,54.7
0,46,0,3,5,4,0,42372,2,1,0,2,2,40,0,2,6,3,0,10805.18,1,1,15,0,12957.0,12287.0,-10.72,5,371.0,6,14,12,8,105,4452,65,0.751,1.097,631.0,843,1,1,1,0,0,0,1,0,0,0,1474,1548.0,0.572,1,1,0.0,0.0,0,45.4,0,14,16,0.85,33,1,,1,60.5,1,0.671,0,0,0,4,1,0,0,0,3.8,-20,3,0,1,1,0,0,11,0,1,1,2755,0.524,0.596,38213.0,30,0.0,53.9
0,49,0,1,5,3,0,23601,1,4,1,1,1,40,3,2,5,0,0,4702.16,0,0,130,1,18483.0,13476.0,6.35,5,372.33,7,15,17,6,88,4468,71,0.821,0.511,5253.0,796,1,1,1,1,0,0,1,0,0,1,6049,3284.0,0.132,1,2,123831.0,2595.0,2,63.2,0,22,10,0.844,21,1,4.5,1,63.7,1,0.165,0,0,0,4,2,6,1,0,2.8,100,5,0,2,0,0,0,1,0,2,2,1811,0.209,0.201,58798.0,32,1.3194,63.8
0,55,0,2,6,2,4,26273,1,4,0,3,0,39,3,2,3,0,0,8125.1,1,1,73,1,11341.0,14322.0,-8.25,6,431.25,10,17,9,7,65,5175,82,0.87,0.822,837.0,1589,1,0,1,0,1,0,0,1,0,0,2426,2547.0,0.655,1,2,73506.0,2775.0,0,63.4,0,20,6,0.767,11,1,,1,56.6,1,0.829,1,12,0,1,3,11,3,0,5.0,4,4,0,0,0,0,0,25,0,1,2,2121,0.635,0.513,35185.0,26,1.2675,54.1
1,50,0,3,0,2,4,71015,3,5,2,2,0,39,2,4,2,3,0,5002.53,0,0,119,0,1912.0,2572.0,10.25,3,154.92,1,14,7,8,119,1859,41,0.588,0.464,1438.3,0,1,1,1,1,0,1,0,0,1,0,1438,1313.0,0.0,0,2,71393.0,2852.0,1,42.0,0,15,6,0.967,22,1,,1,63.4,1,0.309,3,5,1,2,2,0,2,1,5.0,48,4,0,2,1,0,0,141,1,2,0,6387,0.0,0.078,6009.0,21,0.4819,59.8
0,42,1,1,2,2,5,68207,3,2,0,2,1,35,3,2,6,0,0,20033.84,0,0,6,1,7183.0,6611.0,-3.29,6,355.33,6,19,5,14,38,4264,81,0.797,0.841,843.0,1288,1,0,1,1,1,1,0,1,1,1,2131,1953.0,0.604,1,0,51957.0,1357.0,0,50.6,1,21,12,0.864,9,0,,0,53.4,1,0.479,1,4,0,3,2,5,4,0,2.7,-4,5,0,0,0,0,0,30,0,3,2,5391,0.537,0.441,21457.0,33,0.2387,38.3
1,44,0,1,5,3,3,18000,1,4,2,1,2,36,3,0,6,3,0,2878.61,1,0,71,1,9603.0,7004.0,9.46,3,189.58,1,13,6,5,98,2275,45,0.557,0.607,1684.0,0,1,0,1,1,0,0,0,0,1,0,1684,1013.0,0.0,0,2,35391.0,984.0,2,23.7,0,15,5,0.96,31,1,,1,68.1,1,0.208,3,13,0,1,3,3,2,1,3.5,49,5,0,2,0,0,0,33,0,0,0,1178,0.0,0.116,29730.0,20,0.656,59.8
1,46,0,1,2,3,3,33492,2,4,0,3,2,34,0,2,3,3,0,3553.19,0,1,25,0,5637.0,4749.0,14.16,3,221.5,5,8,7,3,105,2658,43,0.714,0.654,1438.3,0,0,0,1,0,0,0,0,0,1,0,1438,1510.0,0.0,0,4,0.0,0.0,0,78.9,0,8,8,0.783,21,0,2.4,0,41.5,1,0.063,3,1,0,1,1,0,5,1,5.0,6,4,0,2,0,0,0,34,0,0,1,3067,0.0,0.178,16425.0,16,0.0,33.2
0,39,0,1,2,1,3,80991,4,5,1,1,1,30,3,4,3,3,0,20581.6,1,1,83,1,33606.0,39677.0,9.95,3,201.83,7,14,5,7,74,2422,46,1.593,0.438,1560.0,1357,1,0,1,0,0,1,1,1,0,1,2917,1937.0,0.465,1,2,87150.0,3686.0,1,26.3,0,30,14,0.788,4,1,4.5,1,64.2,1,0.391,0,0,0,3,3,3,1,0,5.0,37,3,0,1,0,0,0,5,0,1,2,7769,0.379,0.334,98701.0,44,0.5461,62.4
0,63,1,1,2,2,2,73070,3,2,2,1,2,49,0,2,5,3,0,23192.29,1,1,16,1,12213.0,12805.0,5.0,2,133.83,4,22,10,7,89,1606,30,2.271,1.5,11974.0,2061,1,0,1,0,0,0,1,1,0,1,14035,770.0,0.147,1,2,0.0,0.0,0,41.3,0,20,19,0.907,12,0,4.1,0,53.6,1,0.657,1,4,0,3,3,3,0,0,4.8,63,5,1,1,0,1,0,21,0,1,1,6628,0.17,0.163,37443.0,39,0.0,44.1
0,51,0,1,0,3,5,37841,2,4,1,2,2,36,2,0,6,3,0,7596.17,0,3,5,0,36984.0,40146.0,-10.18,6,339.33,6,14,15,5,75,4072,72,0.705,0.756,1936.0,0,1,0,1,0,0,0,1,0,1,0,1936,1701.0,0.0,0,1,0.0,0.0,0,50.6,0,21,11,0.85,26,0,,1,58.8,1,0.257,2,8,0,1,2,0,5,0,2.2,56,4,0,0,1,0,0,1,1,1,2,3712,0.0,0.144,105720.0,32,0.0,63.6
0,46,0,2,2,2,0,40557,2,4,1,3,0,30,1,1,3,3,0,7880.46,1,1,45,0,4811.0,3693.0,2.47,6,694.0,4,19,6,6,55,8328,78,1.014,0.733,3352.0,2142,1,0,1,0,0,0,1,0,1,0,5494,3415.0,0.39,1,1,0.0,0.0,0,24.4,0,19,10,0.886,8,1,3.3,1,61.6,1,0.312,2,1,0,5,0,0,0,0,3.2,68,6,0,2,1,0,0,1,0,2,0,4144,0.296,0.288,15523.0,29,0.0,55.7
0,47,1,1,5,2,3,79441,3,3,1,4,0,38,0,4,4,0,3,15267.04,1,0,18,1,9156.0,8005.0,-1.14,5,251.5,5,11,10,7,93,3018,60,1.229,0.538,33783.0,733,1,0,1,1,0,0,1,0,0,0,34516,2394.0,0.021,1,1,31783.0,848.0,0,52.4,0,22,11,0.848,10,2,4.3,1,59.4,1,0.24,2,2,0,4,4,6,2,0,4.2,72,4,0,2,1,0,0,24,0,2,2,5137,0.019,0.031,25137.0,33,0.1281,57.4
0,48,0,1,5,4,3,50570,3,1,1,4,2,32,1,1,6,3,0,11367.42,1,3,12,0,16801.0,18876.0,3.11,6,380.58,8,13,12,6,53,4567,81,0.824,0.8,787.0,1903,1,1,1,0,0,0,1,0,1,0,2690,2824.0,0.707,1,1,0.0,0.0,0,24.1,0,10,15,0.795,8,0,,1,55.9,1,0.41,2,1,0,2,3,0,1,0,5.0,59,2,0,2,3,0,0,12,0,1,2,4283,0.668,0.708,47863.0,25,0.0,50.7
0,38,0,2,4,1,2,20596,1,4,1,3,2,33,3,1,4,0,0,2851.41,1,0,47,0,13835.0,13028.0,9.59,7,382.25,3,18,6,9,67,4587,92,0.713,0.878,2256.0,0,0,1,1,0,1,0,0,0,1,0,2256,2263.0,0.0,0,0,7086.0,352.0,0,38.4,0,24,12,0.917,13,1,,1,69.6,1,0.422,1,1,0,3,1,0,2,0,3.2,18,3,0,0,1,0,0,92,0,1,1,1488,0.0,0.0,39620.0,36,0.2051,63.5
0,57,0,2,5,2,3,25516,1,4,1,4,0,36,1,2,5,2,0,6841.08,1,0,30,1,15083.0,13197.0,2.34,10,1359.92,3,22,17,6,119,16319,124,0.793,0.653,6985.0,1239,1,0,1,0,1,0,0,0,0,0,8224,8635.0,0.151,1,1,106244.0,4409.0,0,39.5,0,23,6,0.938,12,1,,0,58.9,1,0.246,2,1,0,5,2,5,1,0,3.9,80,2,0,1,2,0,0,10,0,2,2,2031,0.133,0.226,43599.0,29,2.0735,47.1
0,46,0,1,2,2,3,50370,3,1,2,2,1,22,4,2,6,3,0,7339.48,1,0,27,1,22456.0,20149.0,-1.88,3,102.5,4,13,15,6,37,1230,36,0.747,0.565,678.0,1627,1,0,1,0,1,1,1,1,1,1,2305,654.0,0.706,1,0,26177.0,1261.0,0,47.2,0,16,12,0.895,55,0,,1,62.7,1,0.402,0,0,0,1,3,2,0,0,2.5,-19,4,0,0,2,0,0,32,0,2,2,4242,0.658,0.647,67612.0,28,0.3004,60.1
0,55,0,1,3,2,4,22653,1,4,0,4,1,36,2,4,5,0,0,5431.89,1,1,10,1,14638.0,13777.0,-8.11,6,371.25,2,11,12,6,33,4455,82,0.794,0.547,819.0,1175,0,1,1,0,0,0,0,1,0,1,1994,2094.0,0.589,1,0,0.0,0.0,0,12.3,0,24,16,0.935,15,1,,1,68.3,1,0.41,1,3,0,7,4,5,2,0,3.7,53,4,0,1,3,0,0,29,0,1,1,1706,0.511,0.504,45460.0,40,0.0,60.9
0,46,0,2,3,2,3,32291,2,4,2,2,0,36,3,2,3,1,0,9196.73,0,0,1,0,19466.0,22290.0,-7.69,5,307.25,7,10,10,6,108,3687,68,0.944,1.125,1263.0,1020,1,0,1,0,1,0,0,0,0,0,2283,2263.0,0.447,1,0,48340.0,1807.0,1,10.3,0,22,10,0.788,3,1,2.2,1,61.8,1,0.372,0,0,0,2,4,0,0,0,3.3,0,3,0,3,1,1,1,12,0,1,1,2899,0.456,0.342,55197.0,32,0.6715,54.9
0,42,0,1,0,3,2,41243,2,4,2,3,2,36,2,2,6,2,0,8020.6,0,0,11,0,4716.0,5522.0,-13.65,5,274.92,9,13,7,7,85,3299,64,1.049,0.73,5743.0,2517,1,1,1,0,0,0,0,0,1,0,8260,1647.0,0.305,1,0,0.0,0.0,0,44.2,0,33,9,0.75,5,0,,1,68.2,1,0.426,1,6,0,2,1,0,1,0,3.5,-1,6,1,3,1,0,0,54,0,3,2,4256,0.389,0.307,13806.0,42,0.0,69.2
0,44,0,1,3,3,3,18000,1,4,1,1,2,31,0,2,3,3,0,5374.36,0,1,3,0,13902.0,11492.0,13.97,5,351.83,9,20,12,3,107,4222,61,0.896,0.605,3606.0,1379,1,0,1,0,0,0,0,0,0,0,4985,2836.0,0.277,0,2,0.0,0.0,0,3.9,0,25,9,0.795,47,1,4.8,0,58.4,1,0.782,1,15,0,2,4,0,0,0,3.7,-3,1,0,3,1,0,0,68,0,3,2,1226,0.198,0.288,41004.0,34,0.0,45.4
0,62,0,2,2,0,3,81199,4,5,0,3,2,45,1,4,2,3,0,33932.05,1,1,131,0,14629.0,11529.0,2.12,7,396.25,3,16,9,8,60,4755,88,0.886,0.725,10503.0,0,1,0,1,0,1,0,0,0,0,0,10503,3739.0,0.0,1,1,30671.0,1026.0,0,23.6,0,21,10,0.917,7,2,4.4,0,54.8,1,0.447,0,0,0,3,3,0,1,0,4.1,25,7,0,2,5,0,0,1,0,1,1,7799,0.0,0.078,44911.0,31,0.1516,46.5
0,56,0,1,3,3,3,18000,1,4,2,4,1,37,1,2,6,2,0,4453.21,0,1,100,1,17731.0,24577.0,3.46,5,452.42,11,24,15,7,41,5429,71,1.0,0.732,2358.0,1650,1,1,1,0,1,0,1,1,0,1,4008,4208.0,0.412,1,1,34969.0,1541.0,0,44.0,0,17,11,0.807,18,1,4.0,0,53.9,1,0.504,1,1,0,1,3,7,3,0,2.2,74,4,0,0,0,0,0,48,0,3,1,1180,0.339,0.277,52381.0,28,1.0273,41.3
0,37,0,3,3,1,4,30909,2,4,1,4,2,30,4,2,3,3,0,8061.03,1,0,8,1,27106.0,25331.0,9.9,5,262.33,10,15,9,9,172,3148,68,0.719,0.789,1193.0,1810,1,0,1,0,0,0,1,0,0,0,3003,1748.0,0.603,1,0,0.0,0.0,0,34.5,0,19,16,0.767,9,2,,1,59.1,1,0.666,1,4,0,5,0,4,1,0,3.2,55,5,0,3,0,0,0,52,0,1,1,2711,0.533,0.406,79995.0,35,0.0,60.6
0,53,0,2,0,1,2,34471,2,4,1,3,0,45,2,2,3,0,0,7141.0,1,0,50,1,19637.0,23983.0,12.72,6,423.75,4,6,9,10,84,5085,78,0.787,0.773,315.0,1997,0,1,1,1,0,0,0,0,1,0,2312,2428.0,0.864,1,1,242894.0,8620.0,0,21.1,1,14,14,0.862,14,2,,1,59.1,1,0.619,1,1,0,2,2,7,0,0,2.2,17,2,0,1,0,0,0,49,0,2,1,3207,0.746,0.627,58410.0,28,3.0008,54.8
0,36,0,0,5,0,3,31113,2,4,0,0,2,32,0,0,3,0,0,5974.32,1,0,38,1,17322.0,17683.0,-0.94,5,204.0,8,14,4,8,87,2448,63,0.742,0.5,2032.0,1655,1,1,1,1,1,0,1,0,1,0,3687,1102.0,0.449,1,1,43497.0,985.0,1,65.0,1,9,10,0.765,9,0,4.8,0,42.9,1,0.565,2,1,0,1,3,4,3,0,4.0,38,1,0,0,1,0,0,15,0,3,2,2738,0.549,0.344,53037.0,19,0.3799,30.4
0,49,1,1,5,2,5,109968,4,3,0,0,1,39,2,2,2,3,0,20298.27,0,0,15,1,16934.0,16551.0,-9.15,9,1188.0,2,17,11,7,95,14256,118,0.693,0.735,14601.0,1293,1,1,1,0,0,1,0,0,1,0,15894,7820.0,0.081,1,0,193526.0,4448.0,0,38.0,1,16,6,0.946,13,1,,1,63.8,1,0.647,1,2,0,6,1,5,2,0,4.3,0,5,0,1,2,0,0,17,0,2,1,11139,0.074,0.066,49457.0,22,0.4854,57.9
0,48,0,2,3,2,4,25075,1,4,2,4,2,35,4,2,4,3,0,7971.77,0,3,6,0,27008.0,34026.0,-8.07,5,287.08,3,17,14,11,190,3445,64,1.087,0.73,415.0,1271,1,0,1,0,0,0,0,0,1,1,1686,1741.0,0.754,1,1,0.0,0.0,0,39.8,0,26,11,0.933,7,1,,1,70.7,1,0.394,2,3,0,3,1,0,0,0,2.8,67,3,0,1,0,0,0,97,0,1,1,1980,0.678,0.532,76051.0,37,0.0,62.7
0,37,1,2,2,1,2,96733,4,3,1,3,0,24,1,0,4,3,0,17075.92,1,2,11,1,9989.0,7135.0,7.8,4,147.33,7,22,10,5,149,1768,52,0.681,0.576,33582.0,934,1,0,1,0,0,0,0,0,0,0,34516,1163.0,0.027,1,0,0.0,0.0,0,53.7,0,15,9,0.841,21,0,4.5,1,59.0,1,0.553,1,2,0,2,4,5,2,0,4.1,-13,6,1,0,2,0,0,3,0,2,2,8262,0.0,0.044,31032.0,24,0.0,53.6
0,34,1,1,5,2,3,70296,3,2,0,2,0,36,4,4,6,3,0,24780.82,1,1,7,1,12286.0,14338.0,1.58,5,209.42,6,13,7,8,38,2513,63,1.226,0.615,6255.0,2326,1,1,1,0,0,0,1,0,1,0,8581,1076.0,0.271,1,1,0.0,0.0,0,46.3,0,18,10,0.824,18,0,,0,50.9,1,0.446,1,9,0,3,2,3,2,0,3.4,31,5,0,0,4,0,0,14,0,3,1,5908,0.222,0.201,35768.0,28,0.0,42.4
0,53,0,1,0,2,3,66199,3,5,1,2,1,41,2,0,5,0,0,16206.33,1,1,118,1,21009.0,15349.0,0.63,3,130.83,7,10,9,11,51,1570,40,0.436,0.6,4266.0,1393,1,1,1,1,0,0,1,1,0,1,5659,793.0,0.246,1,2,91653.0,2406.0,0,1.0,0,17,8,0.811,15,1,,1,62.4,1,0.384,0,0,0,2,3,4,3,0,3.3,35,8,1,5,1,0,0,7,0,3,2,5763,0.234,0.281,64406.0,25,0.4361,53.1
0,40,0,3,2,2,0,60186,3,1,2,4,1,36,4,2,3,2,0,10774.04,1,1,75,1,19388.0,17578.0,11.87,7,648.5,7,18,8,11,49,7782,88,0.74,0.66,886.0,1250,1,1,1,0,0,1,0,1,0,1,2136,2243.0,0.585,1,2,113510.0,4038.0,0,69.3,1,20,17,0.841,5,0,,0,50.7,1,0.819,3,4,0,1,2,1,2,0,4.2,8,4,0,4,0,0,0,5,1,2,2,6487,0.651,0.571,57768.0,37,0.8051,44.4
0,50,0,1,2,3,5,37743,2,4,1,4,0,37,3,4,3,3,0,12740.82,1,1,9,1,5063.0,4945.0,-7.75,6,303.08,2,15,6,9,89,3637,80,0.868,0.86,1438.3,0,1,0,1,1,0,0,1,0,0,0,1438,1510.0,0.0,1,0,82374.0,2234.0,0,33.3,0,17,13,0.938,8,0,,1,66.0,1,0.403,2,1,0,4,4,8,1,0,5.0,46,4,0,2,0,0,0,15,0,3,2,3697,0.0,0.051,15811.0,30,0.7103,53.9
1,38,1,1,6,1,3,54669,3,1,2,2,0,18,0,4,1,2,0,4035.08,0,0,31,0,2865.0,3720.0,28.8,4,666.25,5,14,7,5,59,7995,56,0.873,0.806,7681.0,1983,1,0,1,0,1,0,0,0,1,0,9664,3814.0,0.205,0,1,153754.0,7368.0,3,70.9,0,20,9,0.839,15,1,,0,53.4,1,0.37,0,0,0,4,2,0,1,0,2.1,38,2,0,3,1,0,0,202,0,2,0,5168,0.127,0.286,8570.0,29,1.6173,43.0
0,61,0,3,2,1,3,48699,2,1,1,2,2,55,3,4,4,3,0,21609.95,0,1,1,0,10088.0,10987.0,-4.89,6,376.5,5,18,10,9,111,4518,81,0.573,0.723,1438.3,0,1,0,1,0,0,0,0,1,0,0,1438,1510.0,0.0,1,1,0.0,0.0,0,16.9,0,22,8,0.881,5,0,,1,65.2,1,0.602,2,3,0,5,3,0,0,0,4.6,39,4,0,3,3,0,0,10,1,3,2,3906,0.0,0.11,28659.0,30,0.0,54.2
0,39,0,1,3,1,3,42026,2,1,0,1,2,34,0,2,6,2,0,6595.79,1,0,43,0,10735.0,14501.0,9.49,4,179.42,14,19,8,9,155,2153,58,0.779,0.568,1991.0,2498,1,1,1,0,0,0,1,0,0,0,4489,1186.0,0.556,1,0,0.0,0.0,0,7.7,0,15,7,0.72,1,1,,1,55.2,1,0.775,2,5,0,2,3,0,2,0,4.3,-11,7,0,2,4,0,0,89,0,3,2,2698,0.579,0.496,32843.0,22,0.0,51.8
0,32,0,1,3,0,0,52035,3,1,0,2,2,22,2,2,4,0,0,5266.37,1,3,6,0,8205.0,5842.0,-3.34,3,199.75,5,16,5,9,82,2397,41,1.276,0.64,397.0,1665,1,0,1,0,0,1,1,1,0,1,2062,1826.0,0.807,1,1,61478.0,2274.0,0,3.3,0,20,6,0.857,15,0,,1,63.1,1,0.501,4,6,0,6,2,0,0,0,3.2,43,5,0,1,0,1,1,151,0,3,2,4590,0.745,0.697,24782.0,26,0.5244,51.9
0,53,1,1,0,2,4,51126,3,1,2,2,2,33,2,0,3,3,0,13790.59,1,1,57,0,14375.0,15995.0,-8.53,3,105.92,2,11,9,6,113,1271,36,0.321,0.2,1885.0,2180,1,1,1,0,0,0,0,0,0,0,4065,544.0,0.536,1,1,0.0,0.0,0,40.3,0,23,11,0.929,2,0,5.0,0,60.5,1,0.634,0,0,0,7,1,0,1,0,3.0,49,6,0,2,0,1,1,2,0,2,2,4399,0.489,0.463,41819.0,34,0.0,49.2
0,49,1,0,1,2,3,110154,4,3,2,4,0,36,1,4,3,3,0,17357.74,0,3,1,1,14770.0,11613.0,4.21,7,653.0,9,12,10,5,111,7836,87,0.767,0.582,23375.0,1803,1,0,1,1,0,1,0,0,0,0,25178,4585.0,0.072,0,0,35466.0,1594.0,0,14.4,1,20,12,0.75,3,1,2.4,1,57.9,1,0.69,3,1,0,3,1,6,1,0,2.7,5,6,1,4,3,0,0,11,0,1,2,11183,0.117,0.169,45681.0,32,0.1736,58.4
0,41,1,2,5,4,4,91849,4,3,2,2,1,33,4,3,6,0,0,17931.9,1,1,24,1,4081.0,4592.0,6.96,6,367.17,4,7,8,5,91,4406,74,0.787,0.574,2869.0,1519,0,0,1,0,0,0,1,1,1,1,4388,2178.0,0.346,1,1,0.0,0.0,0,68.9,0,27,20,0.833,9,1,,1,62.5,1,0.178,0,0,0,3,3,3,1,0,5.0,-9,2,0,2,1,0,0,26,0,2,2,7307,0.32,0.4,11501.0,47,0.0,66.2
0,38,1,2,2,3,3,42370,2,4,0,3,2,34,1,2,5,1,0,12472.9,1,2,86,0,23510.0,20640.0,4.41,6,300.58,7,14,14,7,94,3607,81,0.957,0.884,1777.0,1317,1,1,1,0,0,0,0,0,1,0,3094,2175.0,0.426,1,0,0.0,0.0,0,52.7,0,13,5,0.833,14,1,4.8,0,45.9,1,0.418,2,3,0,3,2,0,2,0,5.0,-2,5,0,0,1,1,1,89,0,1,2,4444,0.419,0.406,66439.0,18,0.0,37.1
0,54,1,1,0,2,1,96292,4,3,1,4,0,44,2,2,4,3,0,36836.43,1,1,11,1,15166.0,13865.0,-4.68,3,100.0,2,16,6,6,101,1200,36,0.807,0.895,17045.0,1705,1,0,1,0,0,0,0,0,1,0,18750,943.0,0.091,1,1,0.0,0.0,0,32.7,0,20,9,0.933,18,2,,1,65.5,1,0.273,1,1,0,1,3,6,1,0,2.2,32,3,0,2,2,0,0,9,0,1,1,8174,0.052,0.169,44883.0,29,0.0,58.7
0,38,1,2,2,3,1,56453,3,1,1,0,0,31,1,4,3,3,0,7716.16,0,1,9,1,19302.0,21862.0,14.92,5,295.67,5,22,17,7,58,3548,69,0.651,0.5,4252.0,1110,1,0,1,0,0,1,0,1,0,1,5362,2818.0,0.207,1,1,44554.0,1290.0,0,54.5,0,23,6,0.902,5,0,3.7,1,67.9,1,0.561,0,0,0,0,3,8,2,0,4.6,44,5,1,1,1,0,0,48,0,2,1,5579,0.22,0.314,58156.0,29,0.2742,66.2
0,51,0,2,6,3,0,42861,2,4,1,4,2,39,3,2,5,1,0,10616.17,0,2,64,1,6202.0,5787.0,8.98,6,338.75,6,9,9,7,39,4065,76,0.598,0.767,2990.0,0,1,1,1,1,0,0,0,0,1,1,2990,2310.0,0.0,1,2,38187.0,1061.0,0,37.8,0,21,7,0.806,2,2,4.1,1,60.4,1,0.385,2,1,0,3,3,3,2,0,2.3,54,4,1,2,1,0,0,35,0,1,1,4527,0.007,0.021,18816.0,28,0.2971,60.5
0,64,1,1,6,1,3,20516,1,4,1,0,0,55,0,4,4,3,0,4783.66,1,4,22,1,6812.0,5805.0,4.88,3,134.42,6,7,4,9,107,1613,43,0.634,0.344,816.0,1904,1,0,1,0,0,0,1,1,0,0,2720,1003.0,0.7,1,1,0.0,0.0,0,6.5,0,21,6,0.769,24,0,4.7,0,48.2,1,0.643,3,1,0,1,4,3,2,0,4.4,91,3,0,3,1,1,0,10,1,1,2,1479,0.657,0.513,19246.0,27,0.0,43.1
0,42,0,2,2,2,3,32704,2,4,2,4,1,27,0,2,5,3,0,5393.8,1,0,11,1,20377.0,28169.0,-3.42,5,318.83,5,22,9,5,90,3826,71,0.603,0.543,2265.0,0,1,1,1,1,0,0,0,0,1,1,2265,2378.0,0.0,0,0,68962.0,2853.0,0,52.9,0,21,8,0.878,10,0,,1,62.1,1,0.535,1,1,0,2,3,3,3,0,2.8,85,3,0,0,4,0,0,111,0,1,1,2956,0.025,0.088,64988.0,29,1.0468,57.2
0,51,0,1,2,3,0,54058,3,1,1,0,0,36,1,0,3,3,0,12484.13,0,0,23,0,7838.0,5657.0,-8.34,6,399.83,7,15,4,5,100,4798,73,0.872,1.147,621.0,944,1,0,1,0,0,0,1,1,0,0,1565,1643.0,0.603,1,1,0.0,0.0,0,43.3,0,26,11,0.774,15,1,,1,63.6,1,0.739,0,0,0,2,3,0,1,0,3.3,41,3,1,0,1,1,1,17,0,3,0,5031,0.519,0.516,23213.0,37,0.0,58.2
0,34,0,2,3,2,0,55824,3,1,0,3,1,36,0,1,2,0,0,16432.38,0,0,5,1,3917.0,5002.0,4.57,7,336.25,0,16,7,6,115,4035,87,0.7,0.891,1677.0,0,1,1,1,1,0,1,1,1,1,1,1677,1761.0,0.0,1,2,64395.0,2555.0,0,53.3,0,11,8,1.0,46,0,2.7,0,52.1,1,0.633,1,1,0,3,1,4,0,0,2.0,68,3,0,2,1,0,0,49,0,3,2,5432,0.0,0.0,12228.0,19,0.5492,43.2
0,53,1,2,3,3,1,75968,3,2,1,1,2,47,4,1,2,3,0,28603.08,0,0,40,0,14162.0,15446.0,-14.18,6,690.33,1,12,6,13,41,8284,77,0.829,0.604,4490.0,1738,1,0,1,0,0,1,1,0,0,0,6228,6539.0,0.279,1,1,16747.0,555.0,2,43.7,0,13,8,0.969,10,0,3.8,1,65.3,1,0.787,0,0,0,1,3,0,2,0,1.0,42,6,0,2,1,0,0,34,1,2,0,7419,0.248,0.117,43519.0,21,0.0877,59.2
0,48,0,1,2,3,4,34891,2,4,0,3,0,36,1,3,3,3,0,5600.89,1,0,131,0,5458.0,5672.0,9.72,6,365.42,3,15,4,3,87,4385,80,0.686,0.951,1667.0,0,0,0,1,0,0,0,1,1,0,0,1667,1750.0,0.0,1,2,0.0,0.0,0,22.4,0,11,13,0.88,13,3,3.3,0,50.1,1,0.627,2,2,0,1,2,0,1,0,2.7,67,4,1,2,0,0,0,33,0,0,1,3268,0.0,0.167,16007.0,24,0.0,41.9
0,47,0,0,2,3,4,24184,1,4,0,4,0,42,1,4,3,3,0,7025.37,1,2,1,0,11223.0,8129.0,-9.65,7,394.58,4,12,22,9,136,4735,87,0.635,0.673,1438.3,0,0,0,1,1,0,0,0,0,1,0,1438,1510.0,0.0,1,2,43775.0,1511.0,0,36.3,0,17,9,0.915,11,2,,1,63.1,1,0.555,1,2,0,2,0,0,0,0,3.8,2,5,1,7,1,0,0,10,0,2,1,1877,0.027,0.065,35856.0,26,0.7498,60.0
0,60,0,2,6,1,3,31741,2,4,1,3,2,36,3,2,1,3,0,7719.33,1,0,71,0,42560.0,56441.0,14.23,6,331.42,5,13,4,7,53,3977,83,0.621,0.886,859.0,1488,0,0,1,1,0,0,0,1,1,0,2347,1908.0,0.634,1,0,15330.0,405.0,0,1.0,0,19,10,0.828,15,1,,0,52.2,1,0.855,1,1,0,0,3,0,1,0,2.0,100,3,0,0,1,0,0,41,0,3,1,2823,0.562,0.524,128277.0,29,0.1531,40.3
